Export
## Scripts
ABKHASIAN;Abk
MYANMAR;Mymr
NABATAEAN;Nbat
NAG MUNDARI;Nagm
NANDINAGARI;Nand
NEW TAI LUE;Talu
NEWA;Newa
NKO;Nko
NORTHERN PWA KAREN;Pww
NUSHU;Nshu
NYIAKENG PUACHUE HMONG;Hmnp
OGHAM;Ogam
OL CHIKI;Olck
OL ONAL;Onao
OLD COPTIC;Ocp
OLD HUNGARIAN;Hung
OLD ITALIC;Ital
OLD NORTH ARABIAN;Narb
OLD NUBIAN;Onw
OLD PERMIC;Perm
OLD PERSIAN;Xpeo
OLD SOGDIAN;Sogo
OLD SOUTH ARABIAN;Sarb
OLD TAMIL;Oty
OLD TURKIC;Orkh
OLD UYGHUR;Ougr
ORIYA;Orya
ORKHON;Orkh
OSAGE;Osge
OSMANYA;Osma
PAHAWH HMONG;Hmng
PALI;Pli
PALMYRENE;Palm
PAMPHYLIAN;Pam
PAU CIN HAU;Pauc
PERSIAN;Pers
PHAGS PA;Phag
PHOENICIAN;Phnx
PHRAE PWA KAREN;Kjt
PSALTER PAHLAVI;Phlp
REJANG;Rjng
RUMAI PALAUNG;Rbb
RUNIC;Runr
RUSSIAN;Rus
SAKHA;Sah
SAMARITAN;Samr
SANSKRIT;Sans
SAURASHTRA;Saur
SGAW KAREN ;Ksw
SHAN;Shn
SHARADA;Shrd
SHAVIAN;Shaw
SHWE PALAUNG;Pll
SIBE;Sjo
SIDDHAM;Sidd
SINDHI;Snd
SINHALA;Sinh
SOGDIAN;Sogd
SORA SOMPENG;Sora
SOYOMBO;Soyo
SUNDANESE;Sund
SUNUWAR;Sunu
SYLOTI NAGRI;Sylo
SYRIAC;Syrc
TAGALOG;Tglg
TAGBANWA;Tagb
TAI LAING;Tjl
TAI LE;Tale
TAI THAM;Lana
TAI VIET;Tavt
TAKRI;Takr
TAMIL;Taml
TANGSA;Tnsa
TANGUT;Tang
TAWELLEMET;Ttq
TELUGU;Telu
THAANA;Thaa
THAI;Thai
TIBETAN;Tibt
TIFINAGH;Tfng
TIRHUTA;Tirh
TODHRI;Todr
TOTO;Toto
TUAREG;Tmh
TULU-TIGALARI;Tutg
UGARITIC;Ugar
UIGHUR;Uig
UKRAINIAN;Ukr
UNKNOWN SCRIPT;Zzzz
VAI;Vaii
VEDIC;Ved
VITHKUQI;Vith
VOLAPUK;Vol
WANCHO;Wcho
WARANG CITI;Wara
WESTERN PWO KAREN;Pwo
YENISEI;Yen
YEZIDI;Yezi
YI;Yiii
YIDDISH;Yidd
ZANABAZAR SQUARE;Zanb
