## Scripts
ABKHASIAN;Abkh
ARABIC MATHEMATICAL;Amn
CJK;Cjk
GEORGIAN MTAVRULI;GrgMtv
HANGUL CHOSEONG;Hch
HANGUL JONGSEONG;Hjo
HANGUL JUNGSEONG;HJu
TORTOISE SHELL BRACKETED;Tsb
IDEOGRAPHIC DESCRIPTION CHARACTER;Idc
IDEOGRAPHIC;Igr
IDEOGRAPHIC TELEGRAPH SYMBOL;Its
EGYPTOLOGICAL;Egy
OCR;Ocr
PHAISTOS DISC;Phd
ATHARVAVEDIC;Ath
RIGVEDIC;Rig
YAJURVEDIC;Yar
## Regions
AFRICAN;Afr
BIBLE-CREE;BCree
EASTERN;E
MIDDLE-WELSH;MidWelsh
N-CREE;NCree
R-CREE;RCree
SOUTH-SLAVEY;SSlavey
WEST-CREE;WestCree
WESTERN;W
WOODS-CREE;WoodsCreee
Y-CREE;YCree
NORTH INDIC;Indo
INSULAR;Regions
## Musical Notation
BYZANTINE MUSICAL SYMBOL;Bmn
GREEK INSTRUMENTAL NOTATION;Gmn\Instr\
GREEK MUSICAL;Gmn
GREEK VOCAL NOTATION;Gmn\Vocal
ZNAMENNY;Znm
## Symbol Groups
ALCHEMICAL SYMBOL;Alch
APL FUNCTIONAL SYMBOL;Apl
ASTROLOGICAL SYMBOL;Astr
BLACK-LETTER;Fraktur
BOX DRAWINGS;BoxDraw
DENTISTRY SYMBOL LIGHT;Dent
MATHEMATICAL FRAKTUR;Fraktur
MUSICAL SYMBOL;Music
OCR;Ocr
SIGNWRITING;SW
TAG;Tag
Z NOTATION;Znot
